date,transfers_in,ward_occupancy_start_of_day,ed_census_prior_evening,day_of_week,month,is_holiday,avg_ed_wait_time_hrs
2018-08-08,0.0,0.679,33.0,Wednesday,8,False,1.2
2018-08-09,0.0,0.536,45.0,Thursday,8,False,2.9
2018-08-10,2.0,0.536,58.0,Friday,8,False,3.3
2018-08-11,1.0,0.536,74.0,Saturday,8,False,1.9
2018-08-12,1.0,0.536,46.0,Sunday,8,False,0.8
2018-08-13,2.0,0.607,77.0,Monday,8,False,3.9
2018-08-14,2.0,0.679,56.0,Tuesday,8,False,2.0
2018-08-15,1.0,0.714,46.0,Wednesday,8,False,
2018-08-16,2.0,0.75,69.0,Thursday,8,False,3.3
2018-08-17,4.0,0.786,99.0,Friday,8,False,4.8
2018-08-18,1.0,0.75,39.0,Saturday,8,False,2.4
2018-08-19,,0.75,69.0,Sunday,8,False,
2018-08-20,2.0,0.786,76.0,Monday,8,False,3.7
2018-08-21,2.0,0.786,62.0,Tuesday,8,False,1.4
2018-08-22,2.0,0.714,40.0,Wednesday,8,False,2.2
2018-08-23,0.0,0.643,51.0,Thursday,8,False,4.1
2018-08-24,0.0,0.607,28.0,Friday,8,False,1.4
2018-08-25,2.0,0.607,52.0,Saturday,8,False,3.5
2018-08-26,2.0,0.607,49.0,Sunday,8,False,2.9
2018-08-27,2.0,0.464,42.0,Monday,8,False,0.8
2018-08-28,2.0,0.536,80.0,Tuesday,8,False,1.9
2018-08-29,1.0,0.607,44.0,Wednesday,8,False,2.5
2018-08-30,0.0,0.571,35.0,Thursday,8,False,4.2
2018-08-31,1.0,,55.0,Friday,8,False,3.0
2018-09-01,1.0,0.536,59.0,Saturday,9,False,3.6
2018-09-02,2.0,0.679,92.0,Sunday,9,False,3.1
2018-09-03,1.0,0.643,71.0,Monday,9,False,2.1
2018-09-04,0.0,0.536,74.0,Tuesday,9,False,1.9
2018-09-05,1.0,0.464,60.0,Wednesday,9,False,2.9
2018-09-06,0.0,0.5,55.0,Thursday,9,False,1.5
2018-09-07,3.0,0.536,91.0,Friday,9,False,4.9
2018-09-08,2.0,0.571,84.0,Saturday,9,False,4.6
2018-09-09,3.0,0.643,94.0,Sunday,9,False,5.3
2018-09-10,3.0,0.679,86.0,Monday,9,False,3.6
2018-09-11,0.0,0.679,63.0,Tuesday,9,False,3.2
2018-09-12,3.0,0.821,86.0,Wednesday,9,False,
2018-09-13,1.0,,74.0,Thursday,9,False,3.0
2018-09-14,2.0,0.929,76.0,Friday,9,False,1.8
2018-09-15,1.0,0.75,70.0,Saturday,9,False,1.6
2018-09-16,1.0,0.786,62.0,Sunday,9,False,3.2
2018-09-17,2.0,,94.0,Monday,9,False,2.7
2018-09-18,1.0,0.643,76.0,Tuesday,9,False,3.4
2018-09-19,1.0,0.75,80.0,Wednesday,9,False,5.1
2018-09-20,0.0,0.75,56.0,Thursday,9,False,3.4
2018-09-21,1.0,0.75,75.0,Friday,9,False,4.6
2018-09-22,0.0,0.679,49.0,Saturday,9,False,0.7
2018-09-23,2.0,0.75,84.0,Sunday,9,False,4.7
2018-09-24,0.0,0.786,71.0,Monday,9,False,3.3
2018-09-25,2.0,0.75,64.0,Tuesday,9,False,4.4
2018-09-26,1.0,0.75,55.0,Wednesday,9,False,0.5
2018-09-27,0.0,0.679,62.0,Thursday,9,False,3.2
2018-09-28,2.0,0.679,71.0,Friday,9,False,3.0
2018-09-29,2.0,0.714,72.0,Saturday,9,False,1.7
2018-09-30,1.0,0.75,61.0,Sunday,9,False,4.1
2018-10-01,0.0,0.786,44.0,Monday,10,False,1.2
2018-10-02,1.0,0.786,81.0,Tuesday,10,False,3.1
2018-10-03,1.0,0.857,70.0,Wednesday,10,False,3.3
2018-10-04,1.0,0.786,47.0,Thursday,10,False,3.6
2018-10-05,0.0,0.75,45.0,Friday,10,False,0.7
2018-10-06,2.0,0.714,75.0,Saturday,10,False,5.3
2018-10-07,0.0,0.679,70.0,Sunday,10,False,2.7
2018-10-08,1.0,0.607,61.0,Monday,10,False,3.9
2018-10-09,2.0,0.679,78.0,Tuesday,10,False,0.5
2018-10-10,1.0,0.714,80.0,Wednesday,10,False,2.8
2018-10-11,0.0,0.643,59.0,Thursday,10,False,3.1
2018-10-12,3.0,0.714,83.0,Friday,10,False,3.9
2018-10-13,0.0,0.714,56.0,Saturday,10,False,6.0
2018-10-14,3.0,0.821,88.0,Sunday,10,False,4.0
2018-10-15,1.0,0.821,60.0,Monday,10,False,3.3
2018-10-16,1.0,0.75,85.0,Tuesday,10,False,3.7
2018-10-17,4.0,0.821,87.0,Wednesday,10,False,2.6
2018-10-18,2.0,0.786,84.0,Thursday,10,False,3.5
2018-10-19,0.0,0.714,45.0,Friday,10,False,1.9
2018-10-20,2.0,0.75,,Saturday,10,False,3.5
2018-10-21,0.0,0.643,59.0,Sunday,10,False,2.8
2018-10-22,1.0,0.714,65.0,Monday,10,False,3.2
2018-10-23,1.0,0.714,60.0,Tuesday,10,False,3.4
2018-10-24,1.0,0.714,88.0,Wednesday,10,False,5.3
2018-10-25,0.0,0.607,64.0,Thursday,10,False,4.0
2018-10-26,1.0,0.679,81.0,Friday,10,False,6.0
2018-10-27,0.0,0.607,53.0,Saturday,10,False,2.7
2018-10-28,1.0,0.607,75.0,Sunday,10,False,2.3
2018-10-29,0.0,,46.0,Monday,10,False,1.8
2018-10-30,0.0,0.429,56.0,Tuesday,10,False,3.2
2018-10-31,0.0,0.429,61.0,Wednesday,10,False,1.8
2018-11-01,1.0,0.357,108.0,Thursday,11,False,5.0
2018-11-02,0.0,0.321,68.0,Friday,11,False,5.6
2018-11-03,,0.393,88.0,Saturday,11,False,2.7
2018-11-04,1.0,0.429,96.0,Sunday,11,False,3.7
2018-11-05,0.0,0.5,67.0,Monday,11,False,3.6
2018-11-06,2.0,0.571,100.0,Tuesday,11,False,4.2
2018-11-07,1.0,0.607,87.0,Wednesday,11,False,2.9
2018-11-08,2.0,0.643,111.0,Thursday,11,False,2.7
2018-11-09,1.0,0.607,68.0,Friday,11,False,3.4
2018-11-10,2.0,0.679,97.0,Saturday,11,False,3.0
2018-11-11,2.0,0.786,88.0,Sunday,11,False,2.3
2018-11-12,2.0,,91.0,Monday,11,False,4.7
2018-11-13,1.0,0.857,90.0,Tuesday,11,False,3.6
2018-11-14,2.0,0.857,107.0,Wednesday,11,False,3.4
2018-11-15,,0.786,89.0,Thursday,11,False,4.8
2018-11-16,1.0,0.75,104.0,Friday,11,False,4.5
2018-11-17,1.0,0.714,89.0,Saturday,11,False,2.3
2018-11-18,4.0,0.929,126.0,Sunday,11,False,4.7
2018-11-19,1.0,0.964,110.0,Monday,11,False,4.8
2018-11-20,2.0,0.964,79.0,Tuesday,11,False,3.3
2018-11-21,4.0,1.036,122.0,Wednesday,11,False,3.4
2018-11-22,1.0,0.964,91.0,Thursday,11,False,2.8
2018-11-23,0.0,1.071,90.0,Friday,11,False,4.9
2018-11-24,2.0,1.107,90.0,Saturday,11,False,3.4
2018-11-25,2.0,1.071,110.0,Sunday,11,False,4.0
2018-11-26,2.0,0.893,95.0,Monday,11,False,2.0
2018-11-27,0.0,0.786,91.0,Tuesday,11,False,4.9
2018-11-28,1.0,0.679,94.0,Wednesday,11,False,3.4
2018-11-29,1.0,0.571,70.0,Thursday,11,False,3.3
2018-11-30,1.0,0.464,92.0,Friday,11,False,3.2
2018-12-01,1.0,0.571,85.0,Saturday,12,False,2.6
2018-12-02,1.0,0.571,88.0,Sunday,12,False,5.0
2018-12-03,0.0,0.536,80.0,Monday,12,False,3.2
2018-12-04,0.0,0.464,78.0,Tuesday,12,False,3.2
2018-12-05,1.0,0.5,81.0,Wednesday,12,False,1.8
2018-12-06,0.0,0.536,70.0,Thursday,12,False,4.4
2018-12-07,0.0,0.5,69.0,Friday,12,False,4.0
2018-12-08,2.0,0.536,94.0,Saturday,12,False,4.1
2018-12-09,0.0,0.536,105.0,Sunday,12,False,4.5
2018-12-10,2.0,0.679,108.0,Monday,12,False,7.7
2018-12-11,0.0,0.679,84.0,Tuesday,12,False,2.6
2018-12-12,0.0,0.679,70.0,Wednesday,12,False,2.6
2018-12-13,1.0,0.643,85.0,Thursday,12,False,4.5
2018-12-14,2.0,0.714,97.0,Friday,12,False,1.5
2018-12-15,4.0,0.929,123.0,Saturday,12,False,3.6
2018-12-16,,1.0,99.0,Sunday,12,False,3.0
2018-12-17,2.0,0.964,94.0,Monday,12,False,4.7
2018-12-18,0.0,,108.0,Tuesday,12,False,3.6
2018-12-19,1.0,0.821,105.0,Wednesday,12,False,6.1
2018-12-20,3.0,0.929,115.0,Thursday,12,False,5.5
2018-12-21,3.0,0.893,111.0,Friday,12,False,2.7
2018-12-22,1.0,0.929,99.0,Saturday,12,False,3.8
2018-12-23,1.0,0.929,88.0,Sunday,12,False,4.4
2018-12-24,3.0,0.964,99.0,Monday,12,False,4.2
2018-12-25,1.0,0.821,94.0,Tuesday,12,True,1.5
2018-12-26,2.0,0.857,85.0,Wednesday,12,True,6.1
2018-12-27,,0.929,99.0,Thursday,12,False,5.0
2018-12-28,3.0,1.071,112.0,Friday,12,False,3.3
2018-12-29,0.0,1.0,68.0,Saturday,12,False,2.9
2018-12-30,2.0,1.0,114.0,Sunday,12,False,4.2
2018-12-31,2.0,1.071,100.0,Monday,12,False,4.5
2019-01-01,1.0,1.143,103.0,Tuesday,1,True,4.2
2019-01-02,1.0,1.071,89.0,Wednesday,1,False,1.4
2019-01-03,1.0,1.071,57.0,Thursday,1,False,2.4
2019-01-04,1.0,0.964,94.0,Friday,1,False,1.6
2019-01-05,4.0,1.0,130.0,Saturday,1,False,2.4
2019-01-06,1.0,1.0,98.0,Sunday,1,False,3.4
2019-01-07,3.0,1.036,109.0,Monday,1,False,2.9
2019-01-08,1.0,1.0,70.0,Tuesday,1,False,3.5
2019-01-09,1.0,,75.0,Wednesday,1,False,4.4
2019-01-10,0.0,0.714,72.0,Thursday,1,False,3.0
2019-01-11,3.0,0.75,97.0,Friday,1,False,4.4
2019-01-12,4.0,0.893,93.0,Saturday,1,False,1.8
2019-01-13,1.0,0.821,102.0,Sunday,1,False,5.2
2019-01-14,2.0,0.893,107.0,Monday,1,False,4.4
2019-01-15,3.0,0.929,118.0,Tuesday,1,False,5.5
2019-01-16,1.0,0.857,104.0,Wednesday,1,False,5.2
2019-01-17,1.0,0.821,96.0,Thursday,1,False,4.9
2019-01-18,1.0,0.857,104.0,Friday,1,False,3.3
2019-01-19,2.0,0.786,103.0,Saturday,1,False,4.4
2019-01-20,0.0,0.75,58.0,Sunday,1,False,3.3
2019-01-21,2.0,0.786,115.0,Monday,1,False,6.8
2019-01-22,2.0,0.893,105.0,Tuesday,1,False,2.7
2019-01-23,1.0,0.929,70.0,Wednesday,1,False,3.8
2019-01-24,1.0,0.893,98.0,Thursday,1,False,3.5
2019-01-25,,1.071,108.0,Friday,1,False,5.5
2019-01-26,4.0,1.179,134.0,Saturday,1,False,4.3
2019-01-27,0.0,1.214,66.0,Sunday,1,False,3.8
2019-01-28,2.0,1.25,113.0,Monday,1,False,4.7
2019-01-29,0.0,1.036,79.0,Tuesday,1,False,4.4
2019-01-30,0.0,1.0,81.0,Wednesday,1,False,3.3
2019-01-31,1.0,1.036,83.0,Thursday,1,False,3.4
2019-02-01,1.0,0.964,99.0,Friday,2,False,3.8
2019-02-02,0.0,0.929,83.0,Saturday,2,False,4.1
2019-02-03,2.0,0.857,103.0,Sunday,2,False,3.5
2019-02-04,2.0,0.893,100.0,Monday,2,False,3.9
2019-02-05,1.0,0.821,104.0,Tuesday,2,False,3.6
2019-02-06,2.0,0.821,76.0,Wednesday,2,False,1.3
2019-02-07,1.0,0.786,100.0,Thursday,2,False,3.1
2019-02-08,2.0,0.821,114.0,Friday,2,False,6.2
2019-02-09,1.0,0.821,79.0,Saturday,2,False,3.0
2019-02-10,2.0,0.857,80.0,Sunday,2,False,5.1
2019-02-11,3.0,0.964,101.0,Monday,2,False,3.1
2019-02-12,3.0,1.0,117.0,Tuesday,2,False,6.1
2019-02-13,1.0,0.929,95.0,Wednesday,2,False,3.8
2019-02-14,2.0,1.0,90.0,Thursday,2,False,5.1
2019-02-15,2.0,1.0,96.0,Friday,2,False,3.9
2019-02-16,3.0,1.036,121.0,Saturday,2,False,5.7
2019-02-17,2.0,1.0,101.0,Sunday,2,False,2.2
2019-02-18,1.0,0.964,92.0,Monday,2,False,5.6
2019-02-19,1.0,0.929,77.0,Tuesday,2,False,2.3
2019-02-20,1.0,1.0,74.0,Wednesday,2,False,4.5
2019-02-21,3.0,1.071,97.0,Thursday,2,False,2.2
2019-02-22,2.0,1.107,91.0,Friday,2,False,3.0
2019-02-23,0.0,1.107,77.0,Saturday,2,False,1.9
2019-02-24,,1.107,112.0,Sunday,2,False,4.4
2019-02-25,2.0,1.179,124.0,Monday,2,False,4.7
2019-02-26,1.0,1.071,94.0,Tuesday,2,False,
2019-02-27,,0.964,74.0,Wednesday,2,False,4.8
2019-02-28,0.0,0.893,77.0,Thursday,2,False,4.4
2019-03-01,3.0,0.929,92.0,Friday,3,False,2.7
2019-03-02,2.0,0.929,94.0,Saturday,3,False,3.4
2019-03-03,2.0,0.964,111.0,Sunday,3,False,3.6
2019-03-04,3.0,1.036,125.0,Monday,3,False,5.5
2019-03-05,2.0,1.036,85.0,Tuesday,3,False,2.7
2019-03-06,1.0,0.929,80.0,Wednesday,3,False,4.8
2019-03-07,2.0,0.929,95.0,Thursday,3,False,4.5
2019-03-08,,,,Friday,3,False,3.9
2019-03-09,0.0,0.75,92.0,Saturday,3,False,3.8
2019-03-10,1.0,0.679,84.0,Sunday,3,False,4.7
2019-03-11,4.0,0.786,124.0,Monday,3,False,6.5
2019-03-12,1.0,0.857,65.0,Tuesday,3,False,2.9
2019-03-13,0.0,0.75,87.0,Wednesday,3,False,3.1
2019-03-14,3.0,0.821,106.0,Thursday,3,False,4.5
2019-03-15,1.0,0.893,101.0,Friday,3,False,3.6
2019-03-16,1.0,0.929,102.0,Saturday,3,False,6.0
2019-03-17,0.0,0.929,75.0,Sunday,3,False,4.7
2019-03-18,0.0,0.893,91.0,Monday,3,False,4.2
2019-03-19,1.0,0.964,84.0,Tuesday,3,False,3.0
2019-03-20,1.0,0.893,77.0,Wednesday,3,False,3.0
2019-03-21,4.0,0.929,119.0,Thursday,3,False,4.7
2019-03-22,1.0,0.929,104.0,Friday,3,False,2.9
2019-03-23,2.0,0.964,90.0,Saturday,3,False,4.6
2019-03-24,1.0,0.964,76.0,Sunday,3,False,6.7
2019-03-25,2.0,0.964,119.0,Monday,3,False,1.8
2019-03-26,1.0,0.929,81.0,Tuesday,3,False,4.0
2019-03-27,0.0,0.786,84.0,Wednesday,3,False,4.7
2019-03-28,3.0,,105.0,Thursday,3,False,5.3
2019-03-29,5.0,0.964,138.0,Friday,3,False,3.2
2019-03-30,4.0,1.107,141.0,Saturday,3,False,6.1
2019-03-31,2.0,1.107,98.0,Sunday,3,False,3.8
2019-04-01,,1.036,94.0,Monday,4,False,6.2
2019-04-02,1.0,1.071,58.0,Tuesday,4,False,
2019-04-03,3.0,1.143,75.0,Wednesday,4,False,3.0
2019-04-04,0.0,1.071,47.0,Thursday,4,False,1.8
2019-04-05,1.0,1.071,70.0,Friday,4,False,
2019-04-06,2.0,1.143,104.0,Saturday,4,False,4.2
2019-04-07,,1.179,89.0,Sunday,4,False,2.1
2019-04-08,0.0,1.0,50.0,Monday,4,False,1.1
2019-04-09,0.0,0.929,65.0,Tuesday,4,False,1.4
2019-04-10,1.0,0.821,54.0,Wednesday,4,False,2.9
2019-04-11,1.0,0.714,65.0,Thursday,4,False,3.5
2019-04-12,1.0,0.679,84.0,Friday,4,False,3.7
2019-04-13,4.0,0.643,75.0,Saturday,4,False,2.2
2019-04-14,1.0,0.643,66.0,Sunday,4,False,2.6
2019-04-15,,0.607,53.0,Monday,4,False,3.0
2019-04-16,1.0,0.5,69.0,Tuesday,4,False,2.2
2019-04-17,1.0,0.5,80.0,Wednesday,4,False,2.2
2019-04-18,0.0,0.429,42.0,Thursday,4,False,2.3
2019-04-19,1.0,0.5,55.0,Friday,4,True,4.6
2019-04-20,,0.536,83.0,Saturday,4,False,5.6
2019-04-21,0.0,0.464,52.0,Sunday,4,True,3.6
2019-04-22,2.0,0.536,72.0,Monday,4,True,4.2
2019-04-23,2.0,0.607,79.0,Tuesday,4,False,5.3
2019-04-24,6.0,0.75,112.0,Wednesday,4,False,4.3
2019-04-25,4.0,0.714,91.0,Thursday,4,False,4.4
2019-04-26,0.0,0.679,71.0,Friday,4,False,5.0
2019-04-27,1.0,0.643,60.0,Saturday,4,True,1.7
2019-04-28,7.0,0.786,121.0,Sunday,4,False,1.3
2019-04-29,0.0,0.786,47.0,Monday,4,False,2.4
2019-04-30,1.0,0.786,86.0,Tuesday,4,False,4.3
2019-05-01,4.0,0.964,89.0,Wednesday,5,False,4.5
2019-05-02,1.0,0.893,71.0,Thursday,5,False,5.2
2019-05-03,2.0,0.857,57.0,Friday,5,False,2.9
2019-05-04,2.0,0.893,71.0,Saturday,5,False,5.8
2019-05-05,1.0,0.786,47.0,Sunday,5,False,2.1
2019-05-06,1.0,0.75,50.0,Monday,5,False,1.7
2019-05-07,4.0,0.75,94.0,Tuesday,5,False,4.2
2019-05-08,1.0,0.714,63.0,Wednesday,5,False,2.5
2019-05-09,,0.679,60.0,Thursday,5,False,2.9
2019-05-10,3.0,0.714,91.0,Friday,5,False,5.0
2019-05-11,3.0,0.821,93.0,Saturday,5,False,4.6
2019-05-12,0.0,0.643,87.0,Sunday,5,False,4.3
2019-05-13,1.0,0.571,70.0,Monday,5,False,3.5
2019-05-14,3.0,0.714,95.0,Tuesday,5,False,2.4
2019-05-15,1.0,0.679,74.0,Wednesday,5,False,4.3
2019-05-16,1.0,0.607,64.0,Thursday,5,False,3.2
2019-05-17,0.0,0.571,63.0,Friday,5,False,1.1
2019-05-18,3.0,0.75,84.0,Saturday,5,False,4.0
2019-05-19,1.0,0.679,76.0,Sunday,5,False,4.8
2019-05-20,1.0,0.679,73.0,Monday,5,False,1.6
2019-05-21,1.0,0.679,58.0,Tuesday,5,False,3.7
2019-05-22,1.0,0.75,65.0,Wednesday,5,False,3.1
2019-05-23,1.0,0.607,48.0,Thursday,5,False,2.0
2019-05-24,0.0,0.536,,Friday,5,False,1.1
2019-05-25,4.0,0.679,100.0,Saturday,5,False,2.9
2019-05-26,2.0,0.821,72.0,Sunday,5,False,5.0
2019-05-27,4.0,1.0,89.0,Monday,5,False,3.6
2019-05-28,1.0,,77.0,Tuesday,5,False,3.1
2019-05-29,1.0,0.893,60.0,Wednesday,5,False,4.0
2019-05-30,0.0,0.857,55.0,Thursday,5,True,2.9
2019-05-31,0.0,0.75,44.0,Friday,5,False,0.4
2019-06-01,2.0,0.714,59.0,Saturday,6,False,2.9
2019-06-02,1.0,0.75,72.0,Sunday,6,False,2.8
2019-06-03,1.0,0.714,53.0,Monday,6,False,2.3
2019-06-04,2.0,0.679,82.0,Tuesday,6,False,3.1
2019-06-05,2.0,0.75,58.0,Wednesday,6,False,0.8
2019-06-06,1.0,0.679,33.0,Thursday,6,False,2.2
2019-06-07,1.0,0.75,41.0,Friday,6,False,0.4
2019-06-08,1.0,0.75,61.0,Saturday,6,False,2.6
2019-06-09,0.0,0.643,58.0,Sunday,6,True,3.0
2019-06-10,1.0,0.643,48.0,Monday,6,True,1.7
2019-06-11,0.0,0.5,34.0,Tuesday,6,False,2.3
2019-06-12,3.0,0.607,83.0,Wednesday,6,False,2.4
2019-06-13,3.0,0.643,64.0,Thursday,6,False,3.5
2019-06-14,3.0,0.643,,Friday,6,False,3.9
2019-06-15,0.0,0.607,48.0,Saturday,6,False,1.8
2019-06-16,0.0,,28.0,Sunday,6,False,3.0
2019-06-17,2.0,0.714,61.0,Monday,6,False,4.5
2019-06-18,2.0,0.786,46.0,Tuesday,6,False,0.4
2019-06-19,1.0,0.893,62.0,Wednesday,6,False,
2019-06-20,0.0,0.786,43.0,Thursday,6,False,0.4
2019-06-21,0.0,0.714,28.0,Friday,6,False,0.4
2019-06-22,2.0,0.75,67.0,Saturday,6,False,2.5
2019-06-23,2.0,0.786,56.0,Sunday,6,False,0.8
2019-06-24,2.0,0.821,77.0,Monday,6,False,2.6
2019-06-25,1.0,0.786,59.0,Tuesday,6,False,2.5
2019-06-26,0.0,0.643,47.0,Wednesday,6,False,3.7
2019-06-27,3.0,0.75,73.0,Thursday,6,False,5.0
2019-06-28,,0.893,98.0,Friday,6,False,
2019-06-29,2.0,1.0,56.0,Saturday,6,False,4.6
2019-06-30,2.0,1.071,68.0,Sunday,6,False,2.7
2019-07-01,1.0,1.0,61.0,Monday,7,False,3.0
2019-07-02,2.0,1.071,69.0,Tuesday,7,False,1.6
2019-07-03,0.0,0.893,62.0,Wednesday,7,False,3.1
2019-07-04,0.0,0.821,44.0,Thursday,7,False,3.0
2019-07-05,0.0,,30.0,Friday,7,False,2.1
2019-07-06,0.0,0.643,28.0,Saturday,7,False,1.2
2019-07-07,2.0,0.643,61.0,Sunday,7,False,1.6
2019-07-08,2.0,0.607,59.0,Monday,7,False,0.5
2019-07-09,2.0,0.75,56.0,Tuesday,7,False,4.5
2019-07-10,3.0,0.786,98.0,Wednesday,7,False,3.0
2019-07-11,4.0,0.857,86.0,Thursday,7,False,3.6
2019-07-12,1.0,1.0,,Friday,7,False,4.5
2019-07-13,2.0,0.929,41.0,Saturday,7,False,2.4
2019-07-14,1.0,1.036,53.0,Sunday,7,False,2.8
2019-07-15,2.0,1.036,104.0,Monday,7,False,4.5
2019-07-16,2.0,1.0,66.0,Tuesday,7,False,3.5
2019-07-17,2.0,0.893,63.0,Wednesday,7,False,3.3
2019-07-18,0.0,0.75,47.0,Thursday,7,False,3.8
2019-07-19,2.0,0.643,69.0,Friday,7,False,3.9
2019-07-20,1.0,0.75,51.0,Saturday,7,False,2.4
2019-07-21,0.0,0.643,38.0,Sunday,7,False,3.9
2019-07-22,4.0,0.607,78.0,Monday,7,False,3.1
2019-07-23,0.0,0.571,39.0,Tuesday,7,False,4.2
2019-07-24,2.0,0.571,42.0,Wednesday,7,False,2.6
2019-07-25,2.0,0.643,35.0,Thursday,7,False,1.0
2019-07-26,0.0,0.643,,Friday,7,False,4.3
2019-07-27,3.0,0.607,77.0,Saturday,7,False,3.5
2019-07-28,1.0,0.571,70.0,Sunday,7,False,4.9
2019-07-29,2.0,0.607,78.0,Monday,7,False,2.7
2019-07-30,2.0,0.643,53.0,Tuesday,7,False,2.5
2019-07-31,2.0,0.607,40.0,Wednesday,7,False,0.7
2019-08-01,2.0,0.607,64.0,Thursday,8,False,1.7
2019-08-02,0.0,0.607,46.0,Friday,8,False,1.3
2019-08-03,1.0,0.536,44.0,Saturday,8,False,3.1
2019-08-04,2.0,0.607,51.0,Sunday,8,False,2.8
2019-08-05,1.0,0.571,42.0,Monday,8,False,1.0
2019-08-06,2.0,,76.0,Tuesday,8,False,2.4
2019-08-07,1.0,0.607,48.0,Wednesday,8,False,0.9
2019-08-08,1.0,0.679,38.0,Thursday,8,False,2.4
2019-08-09,1.0,0.714,59.0,Friday,8,False,0.4
2019-08-10,2.0,0.679,43.0,Saturday,8,False,0.4
2019-08-11,0.0,0.643,28.0,Sunday,8,False,0.4
2019-08-12,0.0,0.571,62.0,Monday,8,False,3.6
2019-08-13,0.0,0.464,35.0,Tuesday,8,False,1.6
2019-08-14,4.0,0.607,62.0,Wednesday,8,False,0.4
2019-08-15,1.0,0.5,36.0,Thursday,8,False,1.6
2019-08-16,1.0,0.536,67.0,Friday,8,False,1.7
2019-08-17,0.0,0.536,,Saturday,8,False,1.7
2019-08-18,2.0,0.536,60.0,Sunday,8,False,2.2
2019-08-19,2.0,0.571,65.0,Monday,8,False,2.3
2019-08-20,0.0,0.536,39.0,Tuesday,8,False,0.8
2019-08-21,2.0,0.607,56.0,Wednesday,8,False,2.5
2019-08-22,2.0,0.607,93.0,Thursday,8,False,5.0
2019-08-23,1.0,0.571,82.0,Friday,8,False,0.9
2019-08-24,1.0,0.607,,Saturday,8,False,0.9
2019-08-25,1.0,0.536,33.0,Sunday,8,False,2.5
2019-08-26,1.0,0.536,64.0,Monday,8,False,1.6
2019-08-27,3.0,0.607,81.0,Tuesday,8,False,3.5
2019-08-28,0.0,0.571,60.0,Wednesday,8,False,3.8
2019-08-29,2.0,0.536,74.0,Thursday,8,False,1.6
2019-08-30,1.0,0.536,49.0,Friday,8,False,2.9
2019-08-31,2.0,0.571,78.0,Saturday,8,False,7.0
2019-09-01,4.0,0.714,90.0,Sunday,9,False,2.3
2019-09-02,1.0,,69.0,Monday,9,False,0.6
2019-09-03,0.0,0.964,48.0,Tuesday,9,False,3.7
2019-09-04,3.0,1.071,83.0,Wednesday,9,False,4.3
2019-09-05,1.0,1.143,59.0,Thursday,9,False,3.1
2019-09-06,1.0,1.107,85.0,Friday,9,False,2.9
2019-09-07,1.0,,58.0,Saturday,9,False,4.5
2019-09-08,2.0,1.071,67.0,Sunday,9,False,1.8
2019-09-09,1.0,1.0,,Monday,9,False,1.9
2019-09-10,1.0,1.0,60.0,Tuesday,9,False,1.3
2019-09-11,0.0,0.857,40.0,Wednesday,9,False,0.4
2019-09-12,0.0,0.75,84.0,Thursday,9,False,
2019-09-13,2.0,0.679,60.0,Friday,9,False,3.1
2019-09-14,1.0,0.643,65.0,Saturday,9,False,4.3
2019-09-15,4.0,0.714,72.0,Sunday,9,False,4.3
2019-09-16,0.0,0.714,81.0,Monday,9,False,
2019-09-17,0.0,0.643,47.0,Tuesday,9,False,1.7
2019-09-18,1.0,0.571,53.0,Wednesday,9,False,4.6
2019-09-19,5.0,0.643,94.0,Thursday,9,False,3.2
2019-09-20,2.0,0.607,83.0,Friday,9,False,3.7
2019-09-21,4.0,,93.0,Saturday,9,False,5.3
2019-09-22,3.0,0.857,83.0,Sunday,9,False,3.6
2019-09-23,,0.929,83.0,Monday,9,False,3.7
2019-09-24,1.0,0.786,52.0,Tuesday,9,False,1.5
2019-09-25,1.0,0.75,70.0,Wednesday,9,False,2.3
2019-09-26,4.0,0.786,100.0,Thursday,9,False,5.5
2019-09-27,5.0,0.857,110.0,Friday,9,False,4.5
2019-09-28,2.0,0.929,74.0,Saturday,9,False,5.1
2019-09-29,1.0,0.893,73.0,Sunday,9,False,2.0
2019-09-30,3.0,1.036,84.0,Monday,9,False,2.4
2019-10-01,1.0,0.964,74.0,Tuesday,10,False,3.9
2019-10-02,3.0,1.0,79.0,Wednesday,10,False,4.3
2019-10-03,1.0,1.036,48.0,Thursday,10,False,1.8
2019-10-04,2.0,1.071,84.0,Friday,10,False,3.0
2019-10-05,3.0,1.179,69.0,Saturday,10,False,3.6
2019-10-06,1.0,1.214,59.0,Sunday,10,False,3.5
2019-10-07,1.0,1.071,51.0,Monday,10,False,2.3
2019-10-08,2.0,1.071,69.0,Tuesday,10,False,2.7
2019-10-09,3.0,1.107,98.0,Wednesday,10,False,5.5
2019-10-10,3.0,1.107,94.0,Thursday,10,False,3.6
2019-10-11,2.0,0.929,51.0,Friday,10,False,0.4
2019-10-12,0.0,0.857,59.0,Saturday,10,False,0.9
2019-10-13,0.0,0.75,54.0,Sunday,10,False,2.6
2019-10-14,4.0,0.893,107.0,Monday,10,False,6.3
2019-10-15,3.0,0.821,71.0,Tuesday,10,False,4.1
2019-10-16,,0.893,76.0,Wednesday,10,False,5.5
2019-10-17,0.0,0.786,56.0,Thursday,10,False,3.7
2019-10-18,2.0,0.857,59.0,Friday,10,False,1.8
2019-10-19,1.0,0.75,65.0,Saturday,10,False,1.7
2019-10-20,2.0,0.679,50.0,Sunday,10,False,2.2
2019-10-21,1.0,0.643,70.0,Monday,10,False,3.9
